[ 2017-03-29T15:06:09+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_manage/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds | INFO: Tag[ route_check ] --START--
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 571 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 571 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 571 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 571 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 571 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 571 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 571 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 569 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: str Field.php 第 571 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1503 行.
[ 2017-03-29T15:07:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_list/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds&parentchooseid=14609&showForm=3 | NOTIC: [8] Undefined variable: defaultValue Form.php 第 1504 行.
